Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_PLL,Avrg_GPU_TEMP,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L7_F128_K5x5_4_K7x7_3_W100,7,11839754,27933971978,ConvNet,100,1618.0,214.0,0.0,2.122881355932204,97.1864406779661,11.694915254237287,25.0,50.0,46.0,35.46511627906977,6739.237288135593,4821.440677966101,124.89830508474576,29.884615384615383,33.44827586206897,37.65625,397615.0,284465.0,7369.0,203.0,295.6123352050781,1401.3054187192115,36.30049261083744
convnet_L7_F128_K6x6_4_K7x7_3_W30,7,4274570,1326998538,ConvNet,30,1566.3898305084747,214.0,0.0,11.09322033898305,84.9322033898305,7.847457627118644,25.0,50.0,43.73809523809524,34.27450980392157,5705.966101694915,3834.745762711864,199.89830508474577,29.0,32.38461538461539,36.0,336652.0,226250.0,11794.0,2984.0,19.4893360137939,75.82104557640751,3.952412868632708
convnet_L7_F128_K6x6_4_K7x7_3_W40,7,4607370,3152823818,ConvNet,40,1567.0,214.0,0.0,9.173728813559322,85.67796610169492,7.830508474576271,25.0,50.0,44.25,34.36413043478261,6172.4915254237285,4361.440677966101,161.22033898305085,28.894736842105264,32.166666666666664,36.21212121212121,364177.0,257325.0,9512.0,1484.0,41.5195131301879,173.39959568733153,6.409703504043127
convnet_L7_F128_K6x6_4_K7x7_3_W50,7,5196170,5817433098,ConvNet,50,1575.915254237288,214.0,0.0,5.690677966101695,94.27118644067797,8.728813559322035,25.0,50.0,44.45,34.755319148936174,6361.627118644068,4543.389830508475,150.79661016949152,28.954545454545453,32.58064516129032,36.77777777777778,375336.0,268060.0,8897.0,884.0,67.3733472824096,303.2352941176471,10.06447963800905
convnet_L7_F128_K6x6_4_K7x7_3_W60,7,6040970,9320826378,ConvNet,60,1580.0169491525423,214.0,0.0,4.13135593220339,93.91525423728814,9.457627118644067,25.0,50.0,45.46,35.06521739130435,6643.474576271186,4799.338983050848,138.25423728813558,29.285714285714285,32.86363636363637,37.38461538461539,391965.0,283161.0,8157.0,578.0,104.6163201332092,489.8979238754325,14.112456747404844
convnet_L7_F128_K6x6_4_K7x7_3_W70,7,7141770,13663003658,ConvNet,70,1590.9322033898304,214.0,0.0,3.207627118644068,96.33898305084746,10.677966101694915,25.0,50.0,45.71739130434783,35.09183673469388,6707.8983050847455,4845.457627118644,125.61016949152544,29.703703703703702,33.03703703703704,37.55555555555556,395766.0,285882.0,7411.0,400.0,149.1363620758056,714.705,18.5275
convnet_L7_F128_K6x6_4_K7x7_3_W80,7,8498570,18843964938,ConvNet,80,1600.0,214.0,0.0,2.52542372881356,97.9322033898305,10.52542372881356,25.0,50.0,45.07692307692308,35.422222222222224,6544.389830508475,4473.745762711865,134.88135593220338,29.83333333333333,33.47826086956522,37.15,386119.0,263951.0,7958.0,295.0,202.96529769897452,894.7491525423728,26.97627118644068
convnet_L7_F128_K6x6_4_K7x7_3_W90,7,10111370,24863710218,ConvNet,90,1610.4406779661017,214.0,0.0,2.169491525423729,96.42372881355932,9.627118644067796,25.0,50.0,46.36363636363637,35.645,6798.406779661017,4954.525423728814,131.22033898305085,29.914285714285715,33.629629629629626,37.96428571428572,401106.0,292317.0,7742.0,228.0,262.639787197113,1282.092105263158,33.95614035087719
convnet_L7_F192_K1x1_4_K2x2_3_W40,7,5548810,1203073930,ConvNet,40,1821.0,214.0,0.0,9.610169491525424,88.89830508474576,29.88135593220339,25.0,50.0,40.983870967741936,32.53191489361702,5670.067796610169,3247.8813559322034,240.84745762711864,28.30434782608696,31.07692307692308,34.36363636363637,334534.0,191625.0,14210.0,2319.0,26.2769508361816,82.63260025873221,6.127641224665804
convnet_L7_F192_K1x1_4_K2x2_3_W50,7,7699210,1775587210,ConvNet,50,1830.0,214.0,0.0,10.44915254237288,85.0677966101695,20.93220338983051,25.0,50.0,41.02173913043478,32.515,5508.322033898305,3360.35593220339,206.0508474576272,28.02857142857143,30.930232558139537,34.027027027027025,324991.0,198261.0,12157.0,1779.0,33.2384634017944,111.4451939291737,6.833614390106802
convnet_L7_F192_K1x1_4_K2x2_3_W60,7,10233610,2459460490,ConvNet,60,1841.7796610169487,214.0,0.0,9.77542372881356,85.98305084745763,31.033898305084747,25.0,50.0,40.75,32.255102040816325,5663.186440677966,3281.983050847457,174.10169491525423,28.041666666666668,30.88571428571429,33.696969696969695,334128.0,193637.0,10272.0,1183.0,49.8904037475585,163.68300929839393,8.683009298393914
convnet_L7_F192_K1x1_4_K2x2_3_W70,7,13152010,3254693770,ConvNet,70,1857.8983050847453,214.0,0.0,8.724576271186441,88.05084745762711,22.084745762711865,25.0,50.0,41.12068965517241,32.409574468085104,5514.610169491525,3405.830508474576,170.61016949152545,28.0,31.0,33.94117647058823,325362.0,200944.0,10066.0,1008.0,59.523115158081,199.3492063492064,9.98611111111111
convnet_L7_F192_K1x1_4_K2x2_3_W80,7,16454410,4161287050,ConvNet,80,1872.0,214.0,0.0,6.927966101694915,87.49152542372882,32.983050847457626,25.0,50.0,40.91025641025641,32.197916666666664,5909.406779661017,3487.610169491525,160.28813559322035,27.863636363636363,30.807692307692307,33.875,348655.0,205769.0,9457.0,747.0,79.65866327285761,275.4605087014726,12.659973226238286
convnet_L7_F192_K1x1_4_K2x2_3_W90,7,20140810,5179240330,ConvNet,90,1892.0,214.0,0.0,6.584745762711864,90.10169491525424,34.96610169491525,25.0,50.0,40.638888888888886,32.30263157894737,5662.745762711865,3182.7796610169494,156.35593220338984,28.1875,30.785714285714285,33.51282051282051,334102.0,187784.0,9225.0,593.0,101.4302897453308,316.6677908937605,15.556492411467117
convnet_L7_F192_K1x1_4_K2x2_3_W100,7,24211210,6308553610,ConvNet,100,1914.0,214.0,0.0,5.8940677966101696,96.67796610169492,26.0,25.0,50.0,41.12857142857143,33.72674418604651,5114.067796610169,2882.915254237288,167.35593220338984,29.0,32.0,34.458333333333336,301730.0,170092.0,9874.0,531.0,112.8687620162963,320.3239171374765,18.595103578154426
convnet_L7_F192_K1x1_4_K3x3_3_W30,7,3880330,1301849866,ConvNet,30,1819.0,214.0,0.0,10.398305084745765,90.23728813559322,44.84745762711864,25.0,50.0,41.91935483870968,33.3578431372549,6312.745762711865,3548.0169491525426,266.8474576271187,29.291666666666668,31.87878787878788,34.875,372452.0,209333.0,15744.0,3156.0,19.7114872932434,66.32858048162231,4.988593155893536
convnet_L7_F192_K1x1_4_K3x3_3_W40,7,5531530,2172032266,ConvNet,40,1825.71186440678,214.0,0.0,11.555084745762713,88.79661016949153,38.067796610169495,25.0,50.0,41.6578947368421,33.145833333333336,6056.28813559322,3566.7966101694915,229.66101694915253,28.942857142857143,31.68,34.76,357321.0,210441.0,13550.0,2237.0,29.2231702804565,94.07286544479211,6.057219490388913
convnet_L7_F192_K1x1_4_K3x3_3_W50,7,7566730,3264166666,ConvNet,50,1837.0169491525423,214.0,0.0,9.936440677966102,86.8135593220339,41.69491525423729,25.0,50.0,41.833333333333336,33.21875,6273.745762711865,3718.508474576271,197.135593220339,29.0,31.55172413793104,34.885714285714286,370151.0,219392.0,11631.0,1552.0,40.034422874450605,141.36082474226805,7.494201030927835
convnet_L7_F192_K1x1_4_K3x3_3_W60,7,9985930,4578253066,ConvNet,60,1849.0,214.0,0.0,9.19915254237288,87.0,49.0,25.0,50.0,41.58571428571429,33.04545454545455,6374.118644067797,3609.745762711864,176.74576271186442,28.766666666666666,31.633333333333333,34.529411764705884,376073.0,212975.0,10428.0,1094.0,54.9275207519531,194.67550274223035,9.53199268738574
convnet_L7_F192_K1x1_4_K3x3_3_W70,7,12789130,6114291466,ConvNet,70,1860.0,214.0,0.0,8.326271186440678,88.55932203389831,42.77966101694916,25.0,50.0,41.6875,33.135,6175.28813559322,3662.3898305084745,165.83050847457628,28.96551724137931,31.51428571428572,34.774193548387096,364342.0,216081.0,9784.0,892.0,66.9240045547485,242.2432735426009,10.968609865470851
convnet_L7_F192_K1x1_4_K3x3_3_W80,7,15976330,7872281866,ConvNet,80,1879.9830508474577,214.0,0.0,6.851694915254237,88.47457627118644,51.86440677966102,25.0,50.0,42.05882352941177,33.31,6499.813559322034,3727.1186440677966,153.57627118644066,29.0,31.88888888888889,34.87179487179487,383489.0,219900.0,9061.0,657.0,90.840904712677,334.703196347032,13.791476407914764
convnet_L7_F192_K1x1_4_K3x3_3_W90,7,19547530,9852224266,ConvNet,90,1895.0169491525423,214.0,0.0,5.737288135593221,91.47457627118644,53.03389830508475,25.0,50.0,42.08974358974359,33.410714285714285,6622.661016949152,3782.5254237288136,151.42372881355934,29.043478260869566,31.925925925925927,35.1764705882353,390737.0,223169.0,8934.0,553.0,108.6536717414856,403.5605786618445,16.155515370705245
convnet_L7_F192_K1x1_4_K3x3_3_W100,7,23502730,12054118666,ConvNet,100,1914.0,214.0,0.0,5.338983050847458,91.864406779661,53.40677966101695,25.0,50.0,42.02941176470589,33.18877551020408,6659.135593220339,3821.5593220338974,156.0677966101695,29.13043478260869,32.0,34.666666666666664,392889.0,225472.0,9208.0,443.0,134.224681854248,508.9661399548533,20.785553047404065
convnet_L7_F192_K1x1_4_K4x4_3_W30,7,4233994,1945431946,ConvNet,30,1814.0,214.0,0.0,9.860169491525424,86.2542372881356,17.406779661016948,25.0,50.0,43.125,33.76704545454545,6037.830508474576,3920.813559322034,203.5084745762712,29.0,31.975,35.75675675675676,356232.0,231328.0,12007.0,1980.0,30.2543926239013,116.83232323232323,6.064141414141414
convnet_L7_F192_K1x1_4_K4x4_3_W40,7,5769994,3344082826,ConvNet,40,1819.8474576271187,214.0,0.0,9.186440677966102,80.55932203389831,17.949152542372882,25.0,50.0,42.66129032258065,33.377450980392155,5899.271186440678,3817.406779661017,173.54237288135593,28.933333333333334,31.666666666666668,35.26315789473684,348057.0,225227.0,10239.0,1204.0,50.4177093505859,187.0656146179402,8.504152823920267
convnet_L7_F192_K1x1_4_K4x4_3_W50,7,7689994,5119514506,ConvNet,50,1829.0,214.0,0.0,7.594827586206897,85.37931034482759,19.48275862068965,25.0,50.0,43.07575757575758,33.5375,6141.96551724138,4032.5172413793102,157.6551724137931,28.928571428571427,31.83333333333333,35.53333333333333,356234.0,233886.0,9144.0,844.0,70.2933406829834,277.11611374407585,10.834123222748817
convnet_L7_F192_K1x1_4_K4x4_3_W60,7,9993994,7271726986,ConvNet,60,1842.0169491525423,214.0,0.0,6.648305084745763,88.86440677966101,16.45762711864407,25.0,50.0,43.8235294117647,33.875,6291.983050847458,4279.932203389831,146.3728813559322,28.966666666666665,31.939393939393938,36.064516129032256,371227.0,252516.0,8636.0,634.0,95.4008364677429,398.2902208201893,13.621451104100949
convnet_L7_F192_K1x1_4_K4x4_3_W70,7,12681994,9800720266,ConvNet,70,1854.1186440677968,214.0,0.0,5.36864406779661,90.52542372881356,17.45762711864407,25.0,50.0,43.58,34.07608695652174,6325.932203389831,4274.8983050847455,152.88135593220338,28.93548387096774,32.0,36.0,373230.0,252219.0,9020.0,489.0,121.7805743217468,515.7852760736197,18.445807770961142
convnet_L7_F192_K1x1_4_K4x4_3_W80,7,15753994,12706494346,ConvNet,80,1868.6101694915253,214.0,0.0,4.504237288135593,93.72881355932203,22.372881355932204,25.0,50.0,43.56896551724138,33.93877551020408,6496.627118644068,4275.677966101695,141.33898305084745,29.13636363636364,32.1,36.125,383301.0,252265.0,8339.0,371.0,160.81686019897458,679.9595687331537,22.477088948787063
convnet_L7_F192_K1x1_4_K4x4_3_W90,7,19209994,15989049226,ConvNet,90,1886.0,214.0,0.0,3.7033898305084745,97.30508474576273,18.52542372881356,25.0,50.0,44.03333333333333,34.40760869565217,6532.067796610169,4436.6949152542375,132.22033898305085,29.08695652173913,32.7,36.5,385392.0,261765.0,7801.0,307.0,194.54183340072632,852.6547231270358,25.41042345276873
convnet_L7_F192_K1x1_4_K4x4_3_W100,7,23049994,19648384906,ConvNet,100,1909.0,214.0,0.0,3.733050847457627,98.67796610169492,19.508474576271187,25.0,50.0,44.38461538461539,34.3109756097561,6581.932203389831,4447.28813559322,126.64406779661016,29.375,32.60606060606061,36.42307692307692,388334.0,262390.0,7472.0,251.0,239.2526841163635,1045.3784860557769,29.768924302788843
convnet_L7_F192_K1x1_4_K5x5_3_W20,7,3806602,1161256714,ConvNet,20,1808.0,214.0,0.0,11.466101694915254,81.0677966101695,49.22033898305085,25.0,50.0,43.14102564102564,34.325581395348834,6889.28813559322,3991.3050847457625,204.4406779661017,29.847826086956523,32.794117647058826,35.925925925925924,406468.0,235487.0,12062.0,3073.0,18.9382886886596,76.63097949886105,3.925154572079401
convnet_L7_F192_K1x1_4_K5x5_3_W30,7,4843402,2605426954,ConvNet,30,1813.2881355932204,214.0,0.0,10.042372881355933,87.50847457627118,13.542372881355933,25.0,50.0,43.43103448275862,33.892857142857146,5910.932203389831,3916.796610169492,172.28813559322035,29.0,32.0,35.951219512195124,348745.0,231091.0,10165.0,1484.0,40.754919052124,155.72169811320754,6.849730458221024
convnet_L7_F192_K1x1_4_K5x5_3_W40,7,6264202,4625443594,ConvNet,40,1821.9322033898304,214.0,0.0,8.021186440677965,83.30508474576271,15.542372881355933,25.0,50.0,43.11538461538461,33.8875,6088.610169491525,4084.6949152542375,162.79661016949152,28.804878048780488,31.9,35.83870967741935,359228.0,240997.0,9605.0,961.0,62.5424790382385,250.7773152965661,9.994797086368369
convnet_L7_F192_K1x1_4_K5x5_3_W50,7,8069002,7221306634,ConvNet,50,1832.0,214.0,0.0,6.313559322033898,89.30508474576271,13.457627118644067,25.0,50.0,43.79032258064516,34.18292682926829,6301.237288135593,4332.830508474576,151.91525423728814,28.83783783783784,31.90909090909091,36.193548387096776,371773.0,255637.0,8963.0,665.0,90.0249195098877,384.4165413533835,13.478195488721804
convnet_L7_F192_K1x1_4_K5x5_3_W60,7,10257802,10393016074,ConvNet,60,1844.033898305085,214.0,0.0,5.271186440677966,86.01694915254237,14.542372881355933,25.0,50.0,43.741379310344826,34.31,6355.372881355932,4354.169491525424,147.96610169491527,28.84,31.939393939393938,36.38709677419355,374967.0,256896.0,8730.0,478.0,124.78840827941887,537.439330543933,18.26359832635984
convnet_L7_F192_K1x1_4_K5x5_3_W70,7,12830602,14140571914,ConvNet,70,1857.0,214.0,0.0,4.36864406779661,94.33898305084746,15.101694915254235,25.0,50.0,44.54761904761905,34.42045454545455,6561.237288135593,4531.966101694915,132.79661016949152,29.185185185185187,32.55172413793103,36.625,387113.0,267386.0,7835.0,365.0,164.0049886703491,732.5643835616438,21.46575342465753
convnet_L7_F192_K1x1_4_K5x5_3_W80,7,15787402,18463974154,ConvNet,80,1870.6610169491528,214.0,0.0,3.639830508474576,94.7457627118644,19.23728813559322,25.0,50.0,44.25862068965517,34.72093023255814,6720.661016949152,4595.389830508475,130.61016949152545,29.38095238095238,32.73076923076923,37.08571428571429,396519.0,271128.0,7706.0,279.0,214.4881701469421,971.7849462365592,27.620071684587813
convnet_L7_F192_K1x1_4_K5x5_3_W90,7,19128202,23363222794,ConvNet,90,1890.0677966101696,214.0,0.0,3.330508474576271,91.96610169491524,19.220338983050848,25.0,50.0,44.46,34.75,6613.254237288135,4486.508474576272,135.76271186440678,29.4375,32.75,36.92592592592592,390182.0,264704.0,8010.0,217.0,276.6620397567749,1219.8341013824884,36.91244239631337
convnet_L7_F192_K1x1_4_K5x5_3_W100,7,22853002,28838317834,ConvNet,100,1907.0,214.0,0.0,2.940677966101695,96.1864406779661,17.372881355932204,25.0,50.0,44.73333333333333,34.680851063829785,6740.186440677966,4650.372881355932,128.4915254237288,29.41379310344828,32.8,36.72727272727273,397671.0,274372.0,7581.0,182.0,330.156180858612,1507.5384615384614,41.65384615384615
convnet_L7_F192_K1x1_4_K6x6_3_W20,7,4786954,1338392458,ConvNet,20,1815.0,214.0,0.0,10.466101694915254,83.35593220338983,10.796610169491526,25.0,50.0,43.10869565217392,33.61486486486486,5471.830508474576,3524.966101694916,179.35593220338984,29.0,32.0,35.833333333333336,322838.0,207973.0,10582.0,2485.0,23.8539814949035,83.69134808853119,4.2583501006036215
convnet_L7_F192_K1x1_4_K6x6_3_W30,7,5708554,3226981258,ConvNet,30,1819.0,214.0,0.0,9.330508474576272,85.15254237288136,12.59322033898305,25.0,50.0,43.35294117647059,33.7375,5910.576271186441,3965.203389830509,164.47457627118644,28.973684210526315,31.9375,35.85294117647059,348724.0,233947.0,9704.0,1258.0,48.8973450660705,185.96740858505564,7.713831478537361
convnet_L7_F192_K1x1_4_K6x6_3_W40,7,7014154,5934718858,ConvNet,40,1830.0,214.0,0.0,6.741525423728813,90.52542372881356,12.627118644067796,25.0,50.0,43.86666666666667,34.23809523809524,6218.983050847458,4275.6949152542375,154.79661016949152,28.90322580645161,32.13636363636363,36.294117647058826,366920.0,252266.0,9133.0,782.0,76.45740747451781,322.5907928388747,11.679028132992327
convnet_L7_F192_K1x1_4_K6x6_3_W50,7,8703754,9461605258,ConvNet,50,1833.9322033898304,214.0,0.0,5.271186440677966,94.20338983050848,11.728813559322036,25.0,50.0,43.741379310344826,34.575,6425.881355932203,4369.271186440678,153.11864406779662,29.05,32.61764705882353,36.833333333333336,379127.0,257787.0,9034.0,529.0,113.4596419334411,487.3100189035917,17.07750472589792
convnet_L7_F192_K1x1_4_K6x6_3_W60,7,10777354,13807640458,ConvNet,60,1846.084745762712,214.0,0.0,4.0974576271186445,94.35593220338984,15.491525423728811,25.0,50.0,45.11538461538461,34.817708333333336,6631.220338983051,4604.084745762712,133.32203389830508,29.526315789473685,32.73076923076923,37.26923076923077,391242.0,271641.0,7866.0,366.0,163.86102676391602,742.188524590164,21.49180327868853
convnet_L7_F192_K1x1_4_K6x6_3_W70,7,13234954,18972824458,ConvNet,70,1857.0,214.0,0.0,3.406779661016949,96.135593220339,13.71186440677966,25.0,50.0,45.04545454545455,35.09574468085106,6614.661016949152,4592.389830508475,139.66101694915255,29.65625,32.94117647058823,37.3,390265.0,270951.0,8240.0,275.0,217.4105668067932,985.2763636363636,29.963636363636365
convnet_L7_F192_K1x1_4_K6x6_3_W80,7,16076554,24957157258,ConvNet,80,1874.0,214.0,0.0,2.8983050847457625,97.84745762711864,16.779661016949152,25.0,50.0,45.45652173913044,35.1530612244898,6794.101694915255,4744.220338983051,128.35593220338984,29.75,33.07407407407408,37.5,400852.0,279909.0,7573.0,211.0,285.2435374259949,1326.5829383886255,35.89099526066351
convnet_L7_F192_K1x1_4_K6x6_3_W90,7,19302154,31760638858,ConvNet,90,1890.0,214.0,0.0,2.720338983050848,97.6271186440678,16.8135593220339,25.0,50.0,45.27142857142857,35.14673913043478,6757.322033898305,4682.525423728814,127.08474576271186,29.685714285714287,33.095238095238095,37.333333333333336,398682.0,276269.0,7498.0,166.0,362.8319549560547,1664.2710843373493,45.16867469879518
convnet_L7_F192_K1x1_4_K6x6_3_W100,7,22911754,39383269258,ConvNet,100,1908.0,214.0,0.0,2.439655172413793,96.98275862068964,18.120689655172413,25.0,50.0,45.625,35.30232558139535,6810.517241379311,4707.396551724138,129.24137931034485,29.63636363636364,32.96551724137931,37.526315789473685,395010.0,273029.0,7496.0,134.0,447.831392288208,2037.5298507462687,55.940298507462686
convnet_L7_F192_K1x1_4_K7x7_3_W20,7,6023050,1439043850,ConvNet,20,1575.0,214.0,0.0,11.63135593220339,79.35593220338983,9.033898305084746,25.0,50.0,42.6578947368421,33.61274509803921,5392.440677966101,3536.0677966101694,168.61016949152545,29.0,32.0,35.27272727272727,318154.0,208628.0,9948.0,2402.0,23.7826752662658,86.85595337218984,4.141548709408826
convnet_L7_F192_K1x1_4_K7x7_3_W30,7,6829450,3767627530,ConvNet,30,1823.542372881356,214.0,0.0,8.622881355932204,86.10169491525424,10.813559322033898,25.0,50.0,43.3,33.84375,5967.237288135593,4048.2203389830506,160.96610169491527,28.742857142857144,31.86842105263158,35.70967741935484,352067.0,238845.0,9497.0,1089.0,53.8564586639404,219.3250688705234,8.720844811753903
convnet_L7_F192_K1x1_4_K7x7_3_W40,7,8019850,7202899210,ConvNet,40,1833.033898305085,214.0,0.0,5.800847457627119,91.77966101694916,10.88135593220339,25.0,50.0,43.45652173913044,34.339285714285715,6287.983050847458,4345.033898305085,148.77966101694915,28.88888888888889,32.08695652173913,36.28125,370991.0,256357.0,8778.0,646.0,91.70634269714353,396.8374613003096,13.588235294117649
convnet_L7_F192_K1x1_4_K7x7_3_W50,7,9594250,11744858890,ConvNet,50,1837.0169491525423,214.0,0.0,4.283898305084746,98.05084745762711,11.796610169491526,25.0,50.0,44.5,34.43888888888889,6421.050847457627,4475.983050847458,137.67796610169492,28.90322580645161,32.52,36.55555555555556,378842.0,264083.0,8123.0,433.0,137.767653465271,609.891454965358,18.759815242494227
convnet_L7_F192_K1x1_4_K7x7_3_W60,7,11552650,17393506570,ConvNet,60,1851.0,214.0,0.0,3.5296610169491527,95.10169491525424,13.677966101694915,25.0,50.0,45.13636363636363,34.779761904761905,6659.101694915255,4682.559322033899,130.52542372881356,29.566666666666663,32.81481481481482,36.93939393939394,392887.0,276271.0,7701.0,302.0,198.4760665893554,914.8046357615896,25.5
convnet_L7_F192_K1x1_4_K7x7_3_W70,7,13895050,24148842250,ConvNet,70,1861.0,214.0,0.0,2.9745762711864407,95.32203389830508,11.983050847457626,25.0,50.0,45.458333333333336,35.125,6709.9152542372885,4770.084745762712,134.05084745762713,29.8,33.03333333333333,37.74193548387097,395885.0,281435.0,7909.0,223.0,268.2329773902893,1262.0403587443946,35.46636771300449
convnet_L7_F192_K1x1_4_K7x7_3_W80,7,16621450,32010865930,ConvNet,80,1874.0677966101696,214.0,0.0,2.1864406779661016,95.135593220339,14.0,25.0,50.0,45.892857142857146,35.31395348837209,6733.28813559322,4760.3050847457625,137.83050847457628,29.93548387096774,33.142857142857146,37.68421052631579,397264.0,280858.0,8132.0,169.0,354.2039585113525,1661.8816568047337,48.11834319526627
convnet_L7_F192_K1x1_4_K7x7_3_W90,7,19731850,40979577610,ConvNet,90,1894.033898305085,214.0,0.0,2.122881355932204,96.8135593220339,14.59322033898305,25.0,50.0,46.02173913043478,35.265625,6814.016949152542,4811.71186440678,126.35593220338984,29.91176470588235,33.32258064516129,37.73913043478261,402027.0,283891.0,7455.0,133.0,451.3151884078979,2134.5187969924814,56.05263157894737
convnet_L7_F192_K2x2_4_K3x3_3_W30,7,3929674,1700037130,ConvNet,30,1816.0,214.0,0.0,10.53813559322034,82.59322033898304,36.0,25.0,50.0,42.46875,33.50925925925926,6098.0,3629.576271186441,199.71186440677965,29.12,31.97058823529412,35.0,359782.0,214145.0,11783.0,2385.0,24.8028016090393,89.78825995807128,4.940461215932914
convnet_L7_F192_K2x2_4_K3x3_3_W40,7,5504074,2834668810,ConvNet,40,1824.0,214.0,0.0,9.78813559322034,82.64406779661017,36.08474576271186,25.0,50.0,42.088235294117645,33.208333333333336,6196.627118644068,3718.186440677966,169.52542372881356,28.90625,31.6,35.064516129032256,365601.0,219373.0,10002.0,1692.0,35.1183557510376,129.653073286052,5.911347517730497
convnet_L7_F192_K2x2_4_K3x3_3_W50,7,7462474,4257953290,ConvNet,50,1836.0,214.0,0.0,8.110169491525424,86.2542372881356,39.71186440677966,25.0,50.0,42.638888888888886,33.3719512195122,6431.983050847458,3947.152542372881,160.0,28.964285714285715,31.870967741935484,35.266666666666666,379487.0,232882.0,9440.0,1207.0,49.2404079437255,192.94283347141675,7.821043910521955
convnet_L7_F192_K2x2_4_K3x3_3_W60,7,9804874,5969890570,ConvNet,60,1848.0169491525423,214.0,0.0,6.610169491525424,85.59322033898304,40.644067796610166,25.0,50.0,42.78,33.523809523809526,6460.593220338983,3940.9830508474574,153.89830508474577,29.105263157894736,31.823529411764707,35.21621621621622,381175.0,232518.0,9080.0,906.0,67.0867133140564,256.6423841059603,10.02207505518764
convnet_L7_F192_K2x2_4_K3x3_3_W70,7,12531274,7970480650,ConvNet,70,1868.5254237288136,214.0,0.0,6.084745762711864,87.50847457627118,35.71186440677966,25.0,50.0,43.34,33.854166666666664,6549.864406779661,4173.610169491525,144.64406779661016,29.193548387096776,32.25,35.55555555555556,386442.0,246243.0,8534.0,726.0,82.9750323295593,339.1776859504132,11.75482093663912
convnet_L7_F192_K2x2_4_K3x3_3_W80,7,15641674,10259723530,ConvNet,80,1880.1525423728813,214.0,0.0,5.008474576271187,87.40677966101696,42.67796610169491,25.0,50.0,42.854838709677416,33.90909090909091,6661.830508474576,4089.898305084746,136.8135593220339,29.310344827586206,32.1764705882353,35.588235294117645,393048.0,241304.0,8072.0,539.0,109.8036503791809,447.68831168831167,14.975881261595548
convnet_L7_F192_K2x2_4_K3x3_3_W90,7,19136074,12837619210,ConvNet,90,1894.0,214.0,0.0,4.267241379310345,97.86206896551724,43.58620689655172,25.0,50.0,42.53333333333333,34.0375,6436.5344827586205,3706.793103448276,142.39655172413794,29.625,32.58064516129032,35.31428571428572,373319.0,214994.0,8259.0,470.0,126.5413093566894,457.4340425531915,17.572340425531916
convnet_L7_F192_K2x2_4_K3x3_3_W100,7,23014474,15704167690,ConvNet,100,1913.2372881355927,214.0,0.0,3.7033898305084745,94.69491525423727,44.10169491525424,25.0,50.0,43.71212121212121,34.854166666666664,6812.677966101695,4187.389830508475,139.52542372881356,29.846153846153847,32.86666666666667,36.206896551724135,401948.0,247056.0,8232.0,374.0,160.1515460014343,660.5775401069519,22.010695187165776
convnet_L7_F192_K2x2_4_K4x4_3_W20,7,4567498,1840664458,ConvNet,20,1815.6440677966104,214.0,0.0,10.148305084745765,87.69491525423729,18.45762711864407,25.0,50.0,42.94444444444444,33.73255813953488,5867.271186440678,3757.796610169492,207.28813559322035,29.0,32.0,35.96969696969697,346169.0,221710.0,12230.0,1837.0,34.3959832191467,120.69134458356017,6.657593903102885
convnet_L7_F192_K2x2_4_K4x4_3_W30,7,6103498,3330749578,ConvNet,30,1821.71186440678,214.0,0.0,8.733050847457626,92.01694915254237,18.45762711864407,25.0,50.0,42.5,33.33522727272727,5935.728813559322,3846.3050847457625,166.6271186440678,28.807692307692307,31.8125,35.121212121212125,350208.0,226932.0,9831.0,1057.0,55.6732606887817,214.69441816461685,9.30085146641438
convnet_L7_F192_K2x2_4_K4x4_3_W40,7,8023498,5264316298,ConvNet,40,1829.033898305085,214.0,0.0,6.758474576271187,89.55932203389831,14.847457627118644,25.0,50.0,42.85,33.305,5925.966101694915,3947.898305084746,149.9322033898305,28.542857142857144,31.63636363636364,35.0,349632.0,232926.0,8846.0,733.0,81.09847545623771,317.7708049113233,12.068212824010914
convnet_L7_F192_K2x2_4_K4x4_3_W50,7,10327498,7641364618,ConvNet,50,1842.372881355932,214.0,0.0,5.754237288135593,92.28813559322032,19.847457627118644,25.0,50.0,43.53030303030303,33.83888888888889,6414.186440677966,4294.203389830508,146.88135593220338,28.68,31.863636363636363,35.6551724137931,378437.0,253358.0,8666.0,604.0,98.74264240264893,419.4668874172185,14.3476821192053
convnet_L7_F192_K2x2_4_K4x4_3_W60,7,13015498,10461894538,ConvNet,60,1855.0,214.0,0.0,4.877118644067797,95.2542372881356,16.372881355932204,25.0,50.0,43.96666666666667,34.06976744186046,6499.389830508475,4451.64406779661,139.135593220339,28.866666666666667,32.1875,36.285714285714285,383464.0,262647.0,8209.0,467.0,128.26094627380368,562.4132762312634,17.57815845824411
