Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_AO,Avrg_THERMAL,Avrg_PLL,Avrg_GPU_TEMP,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L3_F384_K3x3_W95,3,37321738,24092851210,ConvNet,95,1866.033898305085,374.0,0.0,3.3262711864406778,94.55932203389833,47.59322033898305,25.0,50.0,7237.186440677966,4525.101694915255,138.88135593220338,42.435483870967744,32.90625,27.96153846153846,31.393939393939394,34.666666666666664,426994.0,266981.0,8194.0,340.0,175.8801889419555,785.2382352941177,24.1
convnet_L3_F384_K3x3_W100,3,41065738,26695680010,ConvNet,100,1887.0,374.0,0.0,2.909482758620689,96.72413793103448,48.48275862068966,25.0,50.0,7219.603448275862,4529.293103448276,121.43103448275862,41.46969696969697,31.96590909090909,26.8,30.318181818181817,33.875,418737.0,262699.0,7043.0,278.0,215.3507447242736,944.9604316546763,25.334532374100718
convnet_L3_F384_K4x4_W45,3,13585546,10697897866,ConvNet,45,1743.0,374.0,0.0,3.1822033898305087,94.45762711864408,15.0,25.0,50.0,6436.389830508475,4449.966101694915,128.05084745762713,42.9,32.833333333333336,27.5,31.03030303030303,34.9375,379747.0,262548.0,7555.0,488.0,122.6580381393432,538.0081967213115,15.48155737704918
convnet_L3_F384_K4x4_W50,3,15524746,13068642826,ConvNet,50,1749.0,374.0,0.0,3.0635593220338984,96.1186440677966,14.94915254237288,25.0,50.0,6479.016949152542,4441.847457627118,141.88135593220338,42.391891891891895,32.535714285714285,27.043478260869566,30.966666666666665,34.333333333333336,382262.0,262069.0,8371.0,398.0,149.5418286323547,658.464824120603,21.032663316582916
convnet_L3_F384_K4x4_W55,3,17655946,15676488586,ConvNet,55,1760.3050847457628,374.0,0.0,2.75,94.67796610169492,17.06779661016949,25.0,50.0,6627.847457627118,4551.881355932203,135.6949152542373,42.66129032258065,32.75,27.130434782608692,31.08333333333333,34.51428571428571,391043.0,268561.0,8006.0,333.0,179.3846583366394,806.4894894894895,24.04204204204204
convnet_L3_F384_K4x4_W60,3,19979146,18521435146,ConvNet,60,1770.6491228070176,374.0,0.0,2.6973684210526314,95.73684210526316,15.526315789473683,25.0,50.0,6475.543859649123,4465.666666666667,132.43859649122808,42.53225806451613,32.357142857142854,26.94736842105263,30.741935483870968,34.55263157894737,369106.0,254543.0,7549.0,282.0,212.1428251266479,902.6347517730496,26.76950354609929
convnet_L3_F384_K4x4_W65,3,22494346,21603482506,ConvNet,65,1780.6949152542372,373.0,0.0,2.444915254237288,95.03389830508476,15.576271186440678,25.0,50.0,6497.983050847458,4481.813559322034,130.83050847457628,42.13157894736842,32.14473684210526,26.818181818181817,30.64516129032258,34.457142857142856,383381.0,264427.0,7719.0,245.0,244.1745281219482,1079.2938775510204,31.506122448979593
convnet_L3_F384_K4x4_W70,3,25201546,24922630666,ConvNet,70,1791.5593220338983,373.0,0.0,2.2245762711864407,96.864406779661,13.576271186440678,25.0,50.0,6709.508474576272,4708.4915254237285,136.76271186440678,42.74242424242424,32.38636363636363,26.97297297297297,30.846153846153847,34.516129032258064,395861.0,277801.0,8069.0,220.0,272.1939635276794,1262.7318181818182,36.67727272727273
convnet_L3_F384_K4x4_W75,3,28100746,28478879626,ConvNet,75,1803.0,373.0,0.0,2.207627118644068,97.49152542372882,15.66101694915254,25.0,50.0,6627.050847457627,4592.64406779661,134.72881355932202,42.52941176470589,32.01086956521739,26.75,30.59259259259259,34.25,390996.0,270966.0,7949.0,189.0,317.09502220153803,1433.6825396825398,42.05820105820106
convnet_L3_F384_K4x4_W80,3,31191946,32272229386,ConvNet,80,1819.344827586207,373.0,0.0,2.0732758620689653,96.3793103448276,11.672413793103448,25.0,50.0,6530.310344827586,4606.741379310345,123.77586206896552,42.34375,32.15116279069768,26.77142857142857,30.384615384615383,34.4375,378758.0,267191.0,7179.0,171.0,349.946928024292,1562.5204678362572,41.98245614035088
convnet_L3_F384_K4x4_W85,3,34475146,36302679946,ConvNet,85,1832.0,373.0,0.0,2.306034482758621,97.8103448275862,11.70689655172414,25.0,50.0,6544.46551724138,4597.189655172414,130.10344827586206,42.41666666666666,32.05113636363637,26.705882352941178,30.44,34.303030303030305,379579.0,266637.0,7546.0,152.0,394.83884334564203,1754.1907894736842,49.64473684210526
convnet_L3_F384_K4x4_W90,3,37950346,40570231306,ConvNet,90,1852.949152542373,373.0,0.0,1.576271186440678,98.8135593220339,11.779661016949152,25.0,50.0,6497.677966101695,4603.3050847457625,122.40677966101696,42.28048780487805,32.24305555555556,26.724137931034484,30.46875,34.38235294117647,383363.0,271595.0,7222.0,137.0,439.734628200531,1982.4452554744526,52.715328467153284
convnet_L3_F384_K4x4_W95,3,41617546,45074883466,ConvNet,95,1867.033898305085,373.0,0.0,2.3813559322033897,96.47457627118644,15.983050847457626,25.0,50.0,6604.474576271186,4568.135593220339,135.77966101694915,42.71428571428572,32.25581395348837,26.75,30.82857142857143,34.3235294117647,389664.0,269520.0,8011.0,121.0,497.7427124977112,2227.438016528926,66.20661157024793
convnet_L3_F384_K4x4_W100,3,45476746,49816636426,ConvNet,100,1883.033898305085,374.0,0.0,2.194915254237288,96.71186440677968,11.796610169491526,25.0,50.0,6570.406779661017,4606.881355932203,140.03389830508473,43.266666666666666,32.93604651162791,27.56,30.96969696969697,34.9375,387654.0,271806.0,8262.0,112.0,536.470742225647,2426.839285714286,73.76785714285714
convnet_L3_F448_K2x2_W75,3,33223242,11005089994,ConvNet,75,2073.0,373.0,0.0,3.597457627118644,95.71186440677968,21.42372881355932,25.0,50.0,6226.067796610169,4118.6949152542375,134.01694915254237,40.69230769230769,31.15,26.272727272727277,29.73076923076923,32.69230769230769,367338.0,243003.0,7907.0,337.0,178.3970642089843,721.0771513353116,23.462908011869438
convnet_L3_F448_K2x2_W80,3,37098442,12379202314,ConvNet,80,2088.0,373.0,0.0,3.745762711864407,95.72881355932203,31.10169491525424,25.0,50.0,6417.203389830508,4022.932203389831,139.22033898305085,39.85294117647059,30.944444444444443,26.291666666666668,29.52,32.407407407407405,378615.0,237353.0,8214.0,287.0,209.4710254669189,827.01393728223,28.62020905923345
convnet_L3_F448_K2x2_W85,3,41197642,13834156234,ConvNet,85,2105.0,373.0,0.0,3.766949152542373,97.0677966101695,22.45762711864407,25.0,50.0,6263.796610169492,4081.406779661017,129.11864406779662,40.01724137931034,31.133333333333333,26.0,29.678571428571427,32.827586206896555,369564.0,240803.0,7618.0,272.0,219.8817014694213,885.3051470588235,28.00735294117647
convnet_L3_F448_K2x2_W90,3,45520842,15369951754,ConvNet,90,2127.762711864407,373.0,0.0,4.703389830508475,96.22033898305084,22.389830508474574,25.0,50.0,6423.593220338983,4197.830508474576,188.57627118644064,40.66129032258065,31.088541666666668,26.23333333333333,29.666666666666668,33.4,378992.0,247672.0,11126.0,247.0,242.65842199325562,1002.7206477732793,45.044534412955464
convnet_L3_F448_K2x2_W95,3,50068042,16986588874,ConvNet,95,2144.745762711864,373.0,0.0,2.7033898305084745,95.84745762711864,22.54237288135593,25.0,50.0,6340.186440677966,4182.6949152542375,140.22033898305085,40.403225806451616,31.245192307692307,26.22222222222222,29.806451612903224,32.9,374071.0,246779.0,8273.0,224.0,267.6835680007934,1101.6919642857142,36.933035714285715
convnet_L3_F448_K2x2_W100,3,54839242,18684067594,ConvNet,100,2232.93220338983,373.0,0.0,3.1864406779661016,96.76271186440678,21.491525423728813,25.0,50.0,5992.474576271186,3834.135593220339,129.3050847457627,40.0,31.066326530612244,26.11111111111111,29.88235294117647,32.724137931034484,353556.0,226214.0,7629.0,173.0,347.765748500824,1307.5953757225434,44.09826589595376
